DEBUG:root:Creating folder `./models/2020-09-24_220708`
INFO:root:Saving configuration file in `/home/paperspace/learning-to-learn/models/2020-09-24_220708/config.json`
cuda
Namespace(batch_size=10, dataset='quickdraw', first_order=False, folder='/storage/smb79ck2/ndata/', hidden_size=20, meta_lr=0.0005, num_batches=100, num_epochs=50, num_shots=1, num_shots_test=1, num_steps=5, num_training_samples=20, num_ways=5, num_workers=1, output_folder='./models', random_seed=123, step_size=0.005, use_cuda=True, verbose=True)
epoch           train loss      train acc       train prec      val loss        val acc         val prec     
1               1.54804         0.31580         0.21949         1.52547         0.33320         0.24405      
2               1.49343         0.36400         0.27088         1.48668         0.36880         0.27523      
3               1.44901         0.39140         0.29728         1.44543         0.39760         0.30283      
4               1.41746         0.41340         0.31727         1.40729         0.42700         0.33033      
5               1.38532         0.42460         0.32735         1.37060         0.44260         0.34343      
6               1.33943         0.44800         0.34705         1.35836         0.45080         0.34933      
7               1.33711         0.46460         0.36637         1.34018         0.45060         0.35278      
8               1.29725         0.47700         0.37732         1.31802         0.46640         0.36950      
9               1.29145         0.48220         0.38530         1.31037         0.48000         0.38122      
10              1.26545         0.49660         0.39930         1.31622         0.47260         0.37538      
11              1.25381         0.50120         0.40072         1.29429         0.48860         0.39092      
12              1.23944         0.51460         0.41900         1.30152         0.47580         0.38063      
13              1.21442         0.52180         0.42353         1.27961         0.49520         0.40185      
14              1.22395         0.51780         0.42415         1.27594         0.50060         0.40523      
15              1.21182         0.52280         0.42598         1.28044         0.48960         0.39511      
16              1.19398         0.53480         0.43938         1.25297         0.50460         0.40635      
17              1.20292         0.52940         0.43587         1.23181         0.52000         0.42500      
18              1.19350         0.52700         0.43155         1.25308         0.50480         0.41263      
19              1.17469         0.54380         0.45052         1.22044         0.51860         0.42545      
20              1.14732         0.55840         0.46365         1.22801         0.51960         0.42453      
21              1.16509         0.54260         0.44552         1.24204         0.50680         0.41042      
22              1.14744         0.55440         0.46332         1.24093         0.50740         0.41300      
23              1.12945         0.56280         0.46713         1.22083         0.52580         0.42857      
24              1.09446         0.57520         0.47907         1.19823         0.54080         0.44685      
25              1.11239         0.56600         0.47465         1.21334         0.53700         0.44608      
26              1.08236         0.58040         0.49082         1.18138         0.54220         0.45300      
27              1.09683         0.58740         0.50082         1.19860         0.53780         0.44680      
28              1.08882         0.58520         0.49545         1.17093         0.55420         0.46157      
29              1.06821         0.59260         0.50205         1.15487         0.55580         0.46847      
30              1.04571         0.59780         0.51033         1.19200         0.53920         0.44710      
31              1.02184         0.60760         0.51632         1.16940         0.55640         0.46840      
32              1.04361         0.60300         0.51762         1.15988         0.55380         0.46512      
33              1.01612         0.61380         0.52517         1.12350         0.57620         0.48707      
34              0.99522         0.62460         0.53840         1.13639         0.56680         0.47655      
35              1.00956         0.61300         0.52590         1.13370         0.56980         0.47783      
36              1.01552         0.61980         0.53630         1.10910         0.58360         0.49683      
37              0.94634         0.64220         0.55307         1.10409         0.58620         0.49880      
38              0.98890         0.61440         0.52545         1.11215         0.57900         0.49518      
39              0.98068         0.63040         0.54553         1.08471         0.59060         0.50460      
40              0.96085         0.63900         0.55503         1.11902         0.57060         0.48233      
41              0.97089         0.63180         0.54923         1.12898         0.58780         0.49803      
42              0.95039         0.63780         0.55490         1.08918         0.59980         0.51198      
43              0.94910         0.64440         0.56088         1.09976         0.58800         0.50247      
44              0.96468         0.63080         0.54778         1.08039         0.58400         0.49277      
45              0.97756         0.63900         0.55240         1.10253         0.57380         0.48443      
46              0.96297         0.63600         0.54937         1.10792         0.58240         0.49590      
47              0.92932         0.64800         0.56543         1.10893         0.58500         0.49980      
48              0.95206         0.63680         0.55093         1.09730         0.58540         0.49967      
49              0.91934         0.65400         0.56907         1.09468         0.58780         0.50205      
50              0.91694         0.66020         0.57808         1.06168         0.59860         0.51305      
