DEBUG:root:Creating folder `./models/2020-09-22_171209`
INFO:root:Saving configuration file in `/home/paperspace/learning-to-learn/models/2020-09-22_171209/config.json`
cuda
Namespace(batch_size=25, dataset='quickdraw', first_order=False, folder='/storage/smb79ck2/ndata/', hidden_size=20, meta_lr=0.001, num_batches=100, num_epochs=50, num_shots=10, num_shots_test=10, num_steps=5, num_training_samples=100, num_ways=5, num_workers=1, output_folder='./models', random_seed=123, step_size=0.01, use_cuda=True, verbose=True)
epoch           train loss      train acc       train prec      val loss        val acc         val prec     
1               0.99030         0.64886         0.65848         0.84338         0.70235         0.71094      
2               0.73731         0.74241         0.75183         0.75939         0.73382         0.74268      
3               0.68072         0.76130         0.77148         0.71592         0.74940         0.75813      
4               0.64168         0.77792         0.78815         0.71955         0.74898         0.75819      
5               0.62511         0.78383         0.79440         0.67986         0.76442         0.77426      
6               0.58852         0.79882         0.80881         0.64333         0.77833         0.78836      
7               0.55069         0.80927         0.81916         0.62618         0.78633         0.79646      
8               0.52362         0.82083         0.83048         0.59679         0.79622         0.80655      
9               0.49920         0.83033         0.83973         0.56970         0.80535         0.81502      
10              0.48146         0.83533         0.84445         0.56525         0.80721         0.81647      
11              0.47601         0.83767         0.84687         0.55532         0.81078         0.81977      
12              0.45694         0.84411         0.85262         0.54230         0.81445         0.82383      
13              0.45576         0.84461         0.85357         0.54120         0.81483         0.82394      
14              0.43622         0.85132         0.85989         0.53969         0.81592         0.82524      
15              0.44082         0.84973         0.85772         0.55227         0.81221         0.82140      
16              0.54268         0.81960         0.82955         0.57955         0.80482         0.81500      
17              0.45896         0.84506         0.85432         0.54729         0.81514         0.82498      
18              0.44125         0.84997         0.85917         0.53379         0.81858         0.82809      
19              0.44205         0.84912         0.85823         0.53624         0.81914         0.82897      
20              0.42328         0.85518         0.86352         0.53608         0.81872         0.82838      
21              0.40661         0.86128         0.86944         0.52250         0.82174         0.83050      
22              0.53556         0.81912         0.82970         0.62234         0.78871         0.79885      
23              0.45916         0.84406         0.85333         0.54118         0.81509         0.82432      
24              0.42246         0.85609         0.86435         0.52552         0.81968         0.82865      
25              0.40218         0.86191         0.86991         0.51601         0.82436         0.83304      
26              0.39542         0.86454         0.87275         0.51790         0.82342         0.83242      
27              0.38059         0.87034         0.87818         0.51070         0.82669         0.83510      
28              0.37921         0.86905         0.87668         0.50802         0.82798         0.83674      
29              0.37755         0.86882         0.87668         0.51535         0.82599         0.83450      
30              0.36841         0.87201         0.87935         0.51333         0.82638         0.83471      
31              0.35912         0.87562         0.88280         0.51140         0.82733         0.83558      
32              0.35691         0.87522         0.88214         0.50809         0.82865         0.83687      
33              0.35798         0.87542         0.88278         0.51753         0.82277         0.83064      
34              0.35018         0.87841         0.88540         0.49476         0.83139         0.83909      
35              0.34775         0.87875         0.88539         0.52083         0.82389         0.83182      
36              0.34712         0.87898         0.88584         0.51925         0.82298         0.83074      
37              0.34653         0.87898         0.88575         0.50903         0.82625         0.83445      
38              0.35013         0.87796         0.88494         0.51162         0.82530         0.83367      
39              0.34220         0.88150         0.88820         0.51928         0.82543         0.83334      
40              0.33863         0.88111         0.88773         0.50652         0.82998         0.83749      
41              0.33544         0.88381         0.89051         0.51119         0.82783         0.83571      
42              0.33788         0.88234         0.88921         0.51643         0.82488         0.83294      
43              0.33318         0.88322         0.89002         0.50289         0.82770         0.83518      
44              0.33171         0.88445         0.89100         0.51920         0.82279         0.83061      
45              0.33243         0.88400         0.89082         0.52049         0.82579         0.83355      
46              0.33039         0.88499         0.89166         0.51484         0.82718         0.83513      
47              0.33288         0.88295         0.88982         0.52063         0.82434         0.83159      
48              0.33050         0.88457         0.89104         0.52015         0.82350         0.83139      
49              0.32742         0.88562         0.89219         0.52017         0.82322         0.83126      
50              0.32356         0.88706         0.89357         0.52194         0.82459         0.83229      
