DEBUG:root:Creating folder `./models/2020-09-24_175635`
INFO:root:Saving configuration file in `/home/paperspace/learning-to-learn/models/2020-09-24_175635/config.json`
cuda
Namespace(batch_size=10, dataset='quickdraw', first_order=False, folder='/storage/smb79ck2/ndata/', hidden_size=20, meta_lr=0.0005, num_batches=100, num_epochs=50, num_shots=1, num_shots_test=1, num_steps=5, num_training_samples=20, num_ways=10, num_workers=1, output_folder='./models', random_seed=123, step_size=0.005, use_cuda=True, verbose=True)
epoch           train loss      train acc       train prec      val loss        val acc         val prec     
1               2.30065         0.13700         0.07756         2.27198         0.14950         0.09897      
2               2.26413         0.15510         0.10110         2.25105         0.16940         0.11038      
3               2.22249         0.18640         0.12251         2.19765         0.20890         0.14079      
4               2.16536         0.22800         0.15569         2.14452         0.23840         0.15957      
5               2.10605         0.25400         0.17205         2.09693         0.26280         0.17654      
6               2.07247         0.28020         0.19361         2.05832         0.28400         0.19351      
7               2.01203         0.30810         0.21810         2.01176         0.30890         0.21777      
8               1.96432         0.32890         0.23309         1.98339         0.32290         0.23279      
9               1.93509         0.33700         0.24347         1.96043         0.32480         0.23261      
10              1.91289         0.34060         0.24462         1.96993         0.33040         0.23653      
11              1.88340         0.35690         0.26131         1.96351         0.32740         0.23596      
12              1.86454         0.36320         0.26781         1.92800         0.34270         0.24862      
13              1.83334         0.37410         0.27505         1.90366         0.34920         0.25310      
14              1.83696         0.37480         0.27717         1.90260         0.35340         0.25763      
15              1.79722         0.38780         0.29093         1.90043         0.35530         0.26068      
16              1.80889         0.38750         0.28874         1.89901         0.35100         0.25577      
17              1.78383         0.39300         0.29603         1.86455         0.36640         0.27211      
18              1.77918         0.39280         0.29815         1.87229         0.37350         0.27767      
19              1.74481         0.40980         0.30882         1.88713         0.36590         0.27043      
20              1.74497         0.40530         0.30594         1.84760         0.38070         0.28803      
21              1.72947         0.42010         0.32071         1.84602         0.37860         0.28443      
22              1.72450         0.42080         0.32328         1.84737         0.38430         0.28973      
23              1.69132         0.43090         0.32899         1.85054         0.37640         0.28282      
24              1.69701         0.42820         0.33254         1.85205         0.38060         0.28761      
25              1.68719         0.43010         0.33194         1.80997         0.40190         0.30482      
26              1.64793         0.44860         0.34776         1.82341         0.39030         0.29634      
27              1.65395         0.44570         0.34806         1.84151         0.38700         0.29437      
28              1.65666         0.43940         0.34249         1.81335         0.39490         0.29928      
29              1.62889         0.45370         0.35519         1.80998         0.39740         0.30062      
30              1.62929         0.44970         0.35134         1.81332         0.39340         0.29727      
31              1.59699         0.46520         0.36630         1.78841         0.40390         0.30961      
32              1.59531         0.46430         0.36442         1.79829         0.40190         0.30851      
33              1.57815         0.47020         0.37083         1.78136         0.40350         0.30702      
34              1.58164         0.47030         0.37038         1.78284         0.40980         0.31543      
35              1.55151         0.47840         0.37940         1.79633         0.40780         0.31097      
36              1.56419         0.47220         0.37392         1.81190         0.40130         0.30562      
37              1.57455         0.47550         0.37963         1.79243         0.40170         0.30756      
38              1.54881         0.48290         0.38443         1.77711         0.41190         0.31578      
39              1.54408         0.47460         0.37707         1.79328         0.40560         0.30923      
40              1.52803         0.48620         0.38547         1.79710         0.40020         0.30698      
41              1.51969         0.49020         0.39175         1.81702         0.39880         0.30479      
42              1.53506         0.48450         0.38403         1.78195         0.40330         0.30776      
43              1.51303         0.49090         0.39277         1.78928         0.40350         0.30990      
44              1.51474         0.49500         0.39469         1.79349         0.40660         0.31369      
45              1.50772         0.49710         0.39872         1.81354         0.39880         0.30455      
46              1.49820         0.49910         0.39866         1.79745         0.40090         0.30893      
47              1.49830         0.49490         0.39396         1.79297         0.40710         0.31049      
48              1.47912         0.50360         0.40367         1.78672         0.41250         0.31562      
49              1.46118         0.51520         0.41542         1.81763         0.40440         0.30984      
50              1.47469         0.49970         0.39892         1.76470         0.41380         0.31864      
