DEBUG:root:Creating folder `./models/2020-09-22_165037`
INFO:root:Saving configuration file in `/home/paperspace/learning-to-learn/models/2020-09-22_165037/config.json`
cuda
Namespace(batch_size=25, dataset='quickdraw', first_order=False, folder='/storage/smb79ck2/ndata/', hidden_size=20, meta_lr=0.001, num_batches=100, num_epochs=50, num_shots=5, num_shots_test=5, num_steps=5, num_training_samples=100, num_ways=5, num_workers=1, output_folder='./models', random_seed=123, step_size=0.01, use_cuda=True, verbose=True)
epoch           train loss      train acc       train prec      val loss        val acc         val prec     
1               1.11743         0.58568         0.59744         0.97885         0.64528         0.65870      
2               0.90701         0.67088         0.68605         0.91626         0.66811         0.68164      
3               0.80338         0.71274         0.72818         0.83758         0.70037         0.71580      
4               0.76404         0.73005         0.74783         0.83094         0.70520         0.72265      
5               0.72360         0.74437         0.76069         0.80151         0.71782         0.73426      
6               0.70843         0.75072         0.76748         0.79208         0.72040         0.73762      
7               0.70538         0.75112         0.76864         0.76086         0.73230         0.74984      
8               0.68149         0.76141         0.77907         0.76164         0.73261         0.75083      
9               0.64836         0.77182         0.78845         0.70717         0.75299         0.77054      
10              0.61649         0.78462         0.80158         0.69703         0.75758         0.77369      
11              0.59859         0.79011         0.80667         0.68895         0.76178         0.77834      
12              0.58651         0.79706         0.81349         0.67063         0.76760         0.78324      
13              0.56531         0.80298         0.81978         0.66396         0.76906         0.78597      
14              0.55306         0.80725         0.82345         0.65415         0.77374         0.78973      
15              0.54937         0.80824         0.82416         0.64117         0.77851         0.79521      
16              0.55782         0.80645         0.82234         0.66633         0.76819         0.78435      
17              0.54173         0.81118         0.82696         0.62939         0.78334         0.79973      
18              0.52420         0.81810         0.83313         0.64659         0.77517         0.79131      
19              0.53196         0.81480         0.83166         0.61689         0.78605         0.80118      
20              0.51556         0.82093         0.83646         0.64165         0.77853         0.79482      
21              0.52300         0.82016         0.83642         0.64503         0.77694         0.79422      
22              0.50851         0.82317         0.83899         0.61439         0.78742         0.80334      
23              0.50029         0.82725         0.84303         0.61648         0.78741         0.80413      
24              0.50771         0.82310         0.83907         0.64131         0.77826         0.79604      
25              0.50020         0.82517         0.84066         0.61935         0.78646         0.80307      
26              0.48718         0.82968         0.84461         0.62604         0.78418         0.80050      
27              0.49142         0.82973         0.84561         0.63315         0.78053         0.79554      
28              0.48007         0.83278         0.84814         0.61180         0.78909         0.80435      
29              0.47031         0.83544         0.85059         0.59651         0.79453         0.81000      
30              0.47385         0.83371         0.84875         0.60167         0.79182         0.80755      
31              0.46145         0.83813         0.85288         0.59973         0.79245         0.80850      
32              0.45668         0.84019         0.85456         0.61241         0.78986         0.80601      
33              0.45700         0.83853         0.85356         0.60807         0.79043         0.80648      
34              0.45947         0.84085         0.85603         0.59951         0.79379         0.80923      
35              0.45340         0.84128         0.85575         0.60140         0.79208         0.80736      
36              0.44684         0.84382         0.85800         0.59058         0.79531         0.81019      
37              0.44478         0.84354         0.85717         0.60094         0.79246         0.80776      
38              0.43947         0.84662         0.86066         0.59852         0.79539         0.81060      
39              0.43276         0.84834         0.86204         0.59225         0.79402         0.80829      
40              0.43437         0.84765         0.86171         0.59557         0.79578         0.80960      
41              0.42845         0.84986         0.86396         0.59536         0.79342         0.80878      
42              0.43309         0.84690         0.86054         0.59095         0.79570         0.81031      
43              0.42882         0.84989         0.86392         0.60261         0.79227         0.80655      
44              0.42558         0.84982         0.86327         0.60234         0.79160         0.80621      
45              0.42384         0.85088         0.86419         0.60343         0.79349         0.80849      
46              0.42316         0.85221         0.86591         0.59169         0.79670         0.81099      
47              0.42123         0.85093         0.86458         0.59405         0.79440         0.80868      
48              0.42798         0.84843         0.86239         0.59114         0.79670         0.81125      
49              0.42205         0.85050         0.86334         0.59858         0.79171         0.80614      
50              0.41972         0.85120         0.86465         0.60124         0.79469         0.81024      
